first,last,category,amt,gender,state,merchant,hour,day_of_week,is_fraud
Diana,Thomas,grocery_pos,1339.7239728831441,M,AZ,Starbucks,18,0,0
Fiona,Wilson,health_fitness,671.3919231968658,M,MA,SuperStore,13,6,0
John,Taylor,health_fitness,1442.3667105837771,F,CA,Apple,22,5,0
Charlie,Anderson,food_out,968.1049623825555,M,AZ,GasStation,2,3,0
Alice,Anderson,food_out,1260.248113750905,M,AZ,Amazon,19,4,1
John,Brown,food_out,452.5664784359291,M,AZ,GasStation,21,1,0
George,Taylor,gas_transport,137.7787463896084,F,CA,Amazon,22,1,0
Bob,Miller,gas_transport,495.6996851542151,M,AZ,Apple,19,5,0
Fiona,Anderson,grocery_pos,671.4841936841625,M,AZ,Walmart,12,3,0
Bob,Johnson,shopping_net,57.872242461319246,M,NJ,GasStation,3,2,0
George,Brown,shopping_net,1818.7257105415688,F,NJ,Amazon,19,2,0
George,Miller,food_out,1005.7404575119339,F,FL,Starbucks,10,4,0
George,Moore,gas_transport,45.957413187849944,M,AZ,Walmart,0,5,0
Hannah,Anderson,food_out,1127.9631969724298,F,WA,Nike,4,4,0
Fiona,Thomas,food_out,375.65432279838654,M,NY,Apple,8,6,0
Jane,Smith,grocery_pos,1949.6299617869245,M,IL,Walmart,23,4,0
Edward,Smith,shopping_net,1917.7804296687482,M,NY,Walmart,5,0,0
Diana,Wilson,grocery_pos,1993.374250511864,M,NJ,Starbucks,9,3,0
Diana,Wilson,food_out,621.028338513427,F,IL,Apple,7,2,0
Fiona,Moore,gas_transport,187.19495645260818,F,WA,Nike,12,3,0
Diana,Thomas,shopping_net,295.22421538669244,M,CA,HighEndClub,7,3,0
Bob,Wilson,shopping_net,270.13423578669887,M,NY,HighEndClub,19,5,0
Fiona,Miller,shopping_net,860.3338843508471,F,NV,GasStation,7,1,0
John,Doe,food_out,676.9779436092773,M,CA,Walmart,21,4,0
Hannah,Moore,shopping_net,1284.5817792656712,F,IL,SuperStore,8,4,0
Fiona,Miller,health_fitness,39.32526865796407,F,NV,Walmart,14,4,0
George,Taylor,entertainment,1753.6097545546963,F,IL,Apple,10,2,0
Edward,Miller,grocery_pos,1614.7174429266495,M,MA,HighEndClub,13,1,0
George,Wilson,entertainment,1229.111077275875,M,FL,Nike,22,0,0
Bob,Miller,shopping_net,1534.0161636539988,M,FL,GasStation,23,1,0
Diana,Smith,shopping_net,36.61212540342095,F,FL,HighEndClub,9,5,0
Charlie,Brown,food_out,1452.079819624439,M,NJ,GasStation,17,3,0
Diana,Moore,grocery_pos,176.84801096589848,M,IL,Nike,13,6,0
Diana,Miller,health_fitness,709.7018374058501,M,NJ,Starbucks,1,5,0
Jane,Brown,shopping_net,1511.1738589525803,M,NV,Nike,10,3,0
Charlie,Wilson,health_fitness,951.4928942749513,M,IL,Apple,15,2,0
Hannah,Miller,gas_transport,376.45940091776947,M,IL,Amazon,17,4,0
Jane,Wilson,gas_transport,60.68162848951905,F,MA,SuperStore,7,6,0
Bob,Thomas,food_out,1805.682545984067,F,FL,Starbucks,1,2,0
Jane,Miller,grocery_pos,1092.0045857597406,M,NJ,GasStation,18,6,0
Jane,Moore,grocery_pos,1454.157353521635,F,FL,SuperStore,10,0,0
Hannah,Doe,health_fitness,1908.5967829182027,F,AZ,Starbucks,16,5,0
Bob,Thomas,grocery_pos,1243.5090387281953,F,AZ,Apple,19,1,0
Bob,Taylor,entertainment,908.3157523592599,F,NY,SuperStore,21,5,0
John,Miller,entertainment,164.3281212163216,F,NV,Starbucks,8,1,0
Jane,Anderson,food_out,519.0027449890043,F,FL,GasStation,10,6,0
Diana,Miller,grocery_pos,1945.0394095759627,M,NJ,HighEndClub,1,3,0
Bob,Brown,shopping_net,316.24269449138717,F,NJ,Walmart,7,3,0
Fiona,Doe,health_fitness,70.3780172236889,F,FL,Starbucks,13,6,0
John,Brown,gas_transport,1402.6658514492826,M,WA,Amazon,10,5,0
Alice,Anderson,food_out,1392.614600457941,F,NY,Starbucks,17,0,0
Edward,Doe,food_out,1397.760658462491,F,TX,Amazon,23,0,0
Hannah,Smith,gas_transport,644.539345461948,M,AZ,Nike,13,3,0
John,Taylor,grocery_pos,1502.5500658856317,F,TX,GasStation,22,1,0
Hannah,Thomas,entertainment,1595.9014704109645,M,NJ,GasStation,23,5,0
Charlie,Miller,food_out,675.8669757545612,M,CA,Starbucks,8,4,0
John,Moore,grocery_pos,760.0698366928652,M,NJ,HighEndClub,9,0,0
George,Smith,grocery_pos,723.8337045370878,M,WA,Apple,15,6,0
Diana,Johnson,shopping_net,1047.7127248733643,M,NJ,HighEndClub,18,0,0
Hannah,Doe,health_fitness,81.0502147647556,F,NY,GasStation,16,2,0
Fiona,Johnson,shopping_net,166.11762857731802,M,AZ,HighEndClub,23,6,0
Alice,Brown,gas_transport,1487.1427869780646,F,FL,SuperStore,13,5,0
John,Thomas,gas_transport,380.5951779529611,F,AZ,SuperStore,10,4,0
Edward,Miller,grocery_pos,219.4004957695401,F,FL,GasStation,17,1,0
Charlie,Moore,grocery_pos,869.9134334808479,F,NJ,Walmart,16,1,0
Hannah,Johnson,health_fitness,1982.7283662300963,M,FL,GasStation,6,2,0
Bob,Smith,entertainment,1072.1148491383606,F,IL,HighEndClub,9,4,0
Jane,Johnson,shopping_net,1420.8704695964188,F,CA,GasStation,8,1,0
Edward,Wilson,grocery_pos,690.6431916369469,F,NV,GasStation,4,2,0
John,Smith,gas_transport,720.0227282631887,F,IL,Nike,4,5,0
Alice,Doe,food_out,1330.651945049191,F,IL,Apple,10,3,0
George,Anderson,gas_transport,710.6193460028007,F,AZ,HighEndClub,17,4,0
Bob,Smith,health_fitness,1348.860915205234,F,AZ,HighEndClub,5,2,0
Jane,Johnson,grocery_pos,95.70849783934335,F,MA,GasStation,11,3,0
Hannah,Doe,food_out,877.8702981891095,M,AZ,Apple,13,0,0
Alice,Johnson,food_out,1991.8714122392903,M,AZ,Walmart,12,1,0
Charlie,Brown,food_out,1546.628150497554,F,TX,SuperStore,13,3,0
George,Brown,food_out,62.22846516269014,F,NY,Amazon,12,3,0
Fiona,Moore,health_fitness,1721.833411836196,F,NY,Apple,21,2,0
Bob,Miller,health_fitness,1593.7458960677598,F,IL,GasStation,18,5,0
John,Moore,grocery_pos,946.2516083608143,M,TX,Apple,20,2,0
Jane,Moore,entertainment,729.3081109090019,F,NJ,Nike,15,3,0
Jane,Anderson,entertainment,46.89296802779763,F,WA,HighEndClub,14,0,0
George,Anderson,shopping_net,791.3718001109979,F,FL,Starbucks,18,5,0
Charlie,Wilson,entertainment,940.6075866326158,M,FL,SuperStore,6,1,0
Fiona,Anderson,gas_transport,1808.6025185912217,M,CA,GasStation,15,5,0
Edward,Doe,gas_transport,609.9789878377429,M,AZ,HighEndClub,18,4,0
Fiona,Miller,health_fitness,1884.35222586926,F,WA,SuperStore,19,1,0
Jane,Wilson,entertainment,1540.451054279493,M,NJ,Walmart,18,0,0
Diana,Taylor,health_fitness,1134.8994705727562,M,NJ,Apple,9,2,0
Hannah,Thomas,entertainment,1069.7101998480935,M,MA,Apple,19,5,0
John,Taylor,entertainment,1866.4367219060919,M,CA,Amazon,22,1,0
Diana,Anderson,entertainment,539.0896098786922,M,NJ,SuperStore,13,6,0
Edward,Thomas,entertainment,1126.418570308158,F,NJ,Apple,0,3,0
Jane,Moore,food_out,1163.5171424356597,M,IL,HighEndClub,14,0,0
Charlie,Taylor,grocery_pos,133.3036183384458,M,NY,GasStation,8,1,0
Fiona,Brown,grocery_pos,1529.1274783370234,F,MA,SuperStore,4,4,0
Diana,Wilson,gas_transport,994.9150454701338,M,FL,SuperStore,16,6,0
Charlie,Smith,shopping_net,368.54548645573345,M,AZ,GasStation,7,4,0
Hannah,Moore,health_fitness,714.3536624943536,M,IL,GasStation,7,1,0
George,Brown,health_fitness,1392.0042944711818,F,CA,Apple,1,6,0
Edward,Taylor,food_out,1945.1603670794827,M,FL,Walmart,7,0,0
Edward,Smith,entertainment,1831.4850627408389,F,NJ,Nike,13,6,0
Hannah,Moore,health_fitness,480.54136981107973,M,CA,Starbucks,6,1,0
Jane,Taylor,entertainment,1076.5423974664948,M,TX,GasStation,20,5,0
George,Brown,entertainment,1022.7956417189397,M,NV,Amazon,14,1,0
Edward,Brown,gas_transport,181.27702553835374,F,TX,SuperStore,18,5,0
Fiona,Brown,food_out,960.0291327464158,F,CA,Nike,8,4,0
Hannah,Taylor,shopping_net,458.670054343428,M,CA,Starbucks,17,2,0
Hannah,Wilson,gas_transport,1231.1349259076758,M,NJ,Walmart,8,2,0
Alice,Miller,food_out,1768.912522624129,M,NJ,SuperStore,16,6,0
Edward,Thomas,gas_transport,529.9547102692508,F,NJ,Walmart,6,6,0
Bob,Miller,entertainment,803.0239579998516,M,FL,SuperStore,4,0,0
George,Smith,grocery_pos,598.5665200256046,M,NV,Apple,11,5,0
Edward,Miller,gas_transport,1163.6448459754542,F,NV,Apple,6,1,0
Bob,Brown,gas_transport,1726.7856471982893,M,NJ,Walmart,8,0,0
George,Doe,grocery_pos,983.649382507903,M,CA,Apple,6,4,0
Bob,Johnson,shopping_net,499.57953999940355,F,TX,Starbucks,7,2,0
Jane,Miller,gas_transport,265.83476076845477,M,TX,GasStation,23,0,0
George,Taylor,grocery_pos,1867.2953940053546,F,FL,Apple,19,0,0
Charlie,Smith,shopping_net,178.23887049409822,M,TX,SuperStore,3,6,0
Edward,Moore,health_fitness,607.3286527930624,F,AZ,Starbucks,7,5,0
Diana,Anderson,gas_transport,1129.721130783649,M,IL,HighEndClub,8,3,0
Fiona,Smith,health_fitness,1361.083296705948,M,TX,Apple,12,1,1
Jane,Miller,shopping_net,1373.9488452247963,M,NV,SuperStore,5,5,0
Hannah,Moore,health_fitness,1978.9616257737255,F,TX,SuperStore,0,2,0
Edward,Wilson,gas_transport,83.95600643736861,M,NV,GasStation,22,0,0
Charlie,Anderson,shopping_net,1661.7241066707725,F,NV,Nike,7,1,0
John,Taylor,food_out,918.7600270946918,M,TX,GasStation,2,5,0
Edward,Miller,entertainment,1464.401986832966,F,TX,SuperStore,3,4,0
John,Smith,gas_transport,1569.2648897028248,F,IL,Amazon,3,5,0
John,Brown,entertainment,1212.7257349662516,M,NJ,HighEndClub,10,5,0
Alice,Miller,shopping_net,1849.3134481472198,M,AZ,Starbucks,16,0,0
Hannah,Miller,food_out,1904.3935408213147,M,NV,GasStation,22,5,0
George,Thomas,entertainment,1999.0490522259279,M,IL,GasStation,18,0,0
Fiona,Taylor,gas_transport,1878.4096304433938,M,NY,GasStation,8,5,0
George,Smith,gas_transport,474.03407605099153,F,FL,Starbucks,21,1,0
Edward,Johnson,shopping_net,1162.9651884502211,M,FL,Walmart,11,4,0
Bob,Doe,health_fitness,1426.7346514594778,F,NY,Walmart,23,2,0
Hannah,Wilson,entertainment,1541.3259443652796,F,NV,GasStation,18,5,0
John,Miller,grocery_pos,1064.4026640228094,F,TX,Starbucks,11,4,0
Edward,Doe,health_fitness,1729.691700303179,M,NV,Apple,9,4,0
Hannah,Moore,food_out,1259.4639247768134,M,AZ,Amazon,19,5,0
Alice,Brown,shopping_net,740.3571927965323,F,AZ,HighEndClub,6,4,0
John,Brown,health_fitness,62.45851084495823,F,WA,Walmart,18,6,0
Jane,Doe,grocery_pos,1767.7911689815544,F,WA,Nike,21,0,0
George,Johnson,entertainment,1465.8507159737885,M,NY,Nike,8,3,0
George,Miller,food_out,1782.9840416389807,M,NY,GasStation,9,2,0
George,Brown,entertainment,1743.245210552565,M,IL,Apple,3,3,0
Jane,Miller,grocery_pos,833.1498822763583,F,WA,Nike,14,3,0
Diana,Taylor,food_out,276.65054797454076,F,NJ,Walmart,21,5,0
John,Brown,gas_transport,635.186630956428,F,FL,Apple,14,5,1
John,Brown,entertainment,446.80314696046753,M,AZ,GasStation,7,6,1
Charlie,Wilson,health_fitness,372.3299718235448,F,NY,SuperStore,1,0,0
Charlie,Brown,health_fitness,186.2947552527501,F,NY,SuperStore,5,4,0
Charlie,Miller,shopping_net,313.50137914617176,F,NJ,Amazon,14,1,0
Edward,Wilson,entertainment,1652.1590731364756,F,IL,HighEndClub,9,1,0
Fiona,Taylor,entertainment,302.25132113412207,F,MA,Apple,2,0,0
Alice,Anderson,shopping_net,878.6983450954323,M,FL,Nike,16,5,0
Edward,Johnson,grocery_pos,549.0415399986645,F,TX,Walmart,15,3,0
Charlie,Anderson,gas_transport,988.1539603325873,F,MA,Walmart,1,3,0
John,Anderson,gas_transport,774.9426737661285,M,AZ,SuperStore,0,1,0
Alice,Taylor,grocery_pos,1943.7950654286642,M,NV,Apple,20,3,0
Charlie,Thomas,grocery_pos,1393.4855545940864,M,NV,GasStation,0,6,0
Diana,Doe,gas_transport,1527.533617345997,M,TX,SuperStore,21,5,0
Diana,Smith,health_fitness,1465.3624125735585,M,WA,Amazon,22,5,0
Fiona,Wilson,entertainment,585.3013318392162,F,AZ,Apple,4,1,0
Fiona,Taylor,entertainment,64.22026226390771,F,CA,HighEndClub,2,1,0
Edward,Johnson,shopping_net,1964.7101557866174,F,AZ,GasStation,18,4,0
Alice,Moore,grocery_pos,1291.0376529782918,F,AZ,Walmart,14,0,0
Fiona,Taylor,health_fitness,567.0369301626058,F,NY,Walmart,18,3,0
Jane,Taylor,shopping_net,1760.015936832815,F,NJ,SuperStore,20,3,0
Edward,Miller,shopping_net,1356.0513824583404,M,FL,Walmart,23,3,0
John,Brown,grocery_pos,1319.7544712537954,F,FL,Nike,15,1,0
Hannah,Smith,entertainment,417.8142730644202,M,IL,SuperStore,6,6,0
Charlie,Anderson,entertainment,333.4165396797071,F,NJ,HighEndClub,9,1,0
Fiona,Thomas,health_fitness,198.33460491055746,M,FL,Nike,5,0,0
Charlie,Brown,food_out,125.18317819964587,M,IL,SuperStore,0,6,1
Bob,Johnson,health_fitness,1555.9409085507414,F,WA,Apple,9,0,0
Fiona,Doe,gas_transport,420.21067188970414,M,FL,SuperStore,8,4,0
Charlie,Brown,gas_transport,1414.9284279513356,M,AZ,GasStation,4,2,0
John,Brown,shopping_net,844.6922990155762,F,FL,HighEndClub,16,3,0
Jane,Doe,entertainment,719.9969799515135,F,FL,Starbucks,12,3,0
Diana,Miller,entertainment,1548.8068059494942,F,CA,GasStation,22,0,0
Edward,Anderson,grocery_pos,1026.3523948555448,F,NJ,Apple,10,5,0
Alice,Miller,gas_transport,1640.217340991924,F,WA,SuperStore,2,4,0
Edward,Taylor,shopping_net,642.0732558619661,F,NY,SuperStore,19,5,0
Diana,Taylor,shopping_net,1624.1749503455114,M,NJ,HighEndClub,18,5,0
John,Thomas,gas_transport,545.959372139106,M,CA,Amazon,17,4,0
Bob,Miller,gas_transport,7.130148604251023,F,NV,GasStation,17,2,0
John,Miller,grocery_pos,991.4456498399624,M,NV,Nike,12,2,0
Jane,Moore,health_fitness,755.3440855456895,M,FL,Walmart,15,6,0
Diana,Johnson,entertainment,1661.1930768228474,F,TX,HighEndClub,10,3,0
Diana,Moore,grocery_pos,1436.3856829943961,M,NV,Apple,6,2,0
George,Smith,food_out,1294.069660551905,M,WA,SuperStore,13,6,0
John,Wilson,health_fitness,1522.807756424035,M,NJ,Walmart,15,0,0
John,Anderson,grocery_pos,167.6989084964985,F,NY,Nike,18,4,0
Alice,Thomas,entertainment,322.7243898297658,F,MA,Walmart,18,6,0
John,Moore,grocery_pos,1054.4081686098716,M,MA,HighEndClub,18,4,0
Jane,Miller,entertainment,279.71503482821345,M,NJ,HighEndClub,8,5,0
Fiona,Wilson,gas_transport,131.45482310886985,M,WA,Starbucks,2,5,1
Fiona,Taylor,food_out,1866.1574211154175,M,NJ,GasStation,15,5,1
Alice,Johnson,shopping_net,975.6522148513717,M,NY,Walmart,3,0,0
John,Johnson,gas_transport,844.3519882184999,M,NV,HighEndClub,21,1,0
Hannah,Taylor,entertainment,401.3527400867444,M,CA,Apple,22,1,0
George,Doe,grocery_pos,747.8860994596042,F,AZ,HighEndClub,1,1,0
Edward,Brown,food_out,237.4114009201116,M,WA,GasStation,1,3,0
Charlie,Miller,health_fitness,538.3442665638322,F,MA,GasStation,17,4,0
Edward,Miller,health_fitness,1608.7361653631528,F,AZ,Starbucks,5,5,0
Edward,Doe,grocery_pos,1145.6161997011964,M,MA,SuperStore,10,4,0
Edward,Anderson,shopping_net,681.7843533775319,M,CA,Nike,7,2,0
Bob,Smith,entertainment,1288.5068465034644,F,TX,Walmart,1,0,0
John,Moore,grocery_pos,1298.6004437494507,M,NY,Apple,4,0,0
Jane,Brown,gas_transport,622.1008988970663,M,AZ,Walmart,2,1,0
Jane,Thomas,shopping_net,1308.3915239071505,M,CA,HighEndClub,12,5,0
Bob,Doe,shopping_net,1152.313860541327,F,NY,Starbucks,22,0,0
Edward,Johnson,food_out,1880.467819699266,F,NJ,Starbucks,0,2,0
Alice,Taylor,grocery_pos,1289.889732647724,M,WA,Nike,8,3,0
Hannah,Taylor,health_fitness,197.46025893016574,F,FL,Starbucks,16,2,0
Edward,Moore,food_out,1823.9932712154684,M,NY,Walmart,1,2,0
John,Brown,gas_transport,1362.706193637917,M,NV,Amazon,6,1,0
Hannah,Johnson,shopping_net,1455.1642031381075,M,FL,Starbucks,4,6,0
George,Taylor,gas_transport,1131.3871342927716,M,IL,Amazon,4,4,0
Alice,Doe,food_out,1378.3037043237628,F,IL,Apple,0,4,0
Hannah,Johnson,shopping_net,1492.3000389279223,M,IL,Amazon,18,4,0
Alice,Moore,food_out,721.1666049974889,F,NV,SuperStore,12,6,0
Hannah,Wilson,food_out,1731.9338908723337,F,NJ,Starbucks,18,3,0
Jane,Doe,gas_transport,969.4431268520591,M,WA,Nike,20,3,0
Edward,Anderson,grocery_pos,132.64484946452723,M,MA,HighEndClub,16,1,0
Charlie,Moore,entertainment,1559.9694262376743,F,NJ,Apple,0,3,0
Jane,Johnson,health_fitness,1814.8606523327428,F,CA,Walmart,11,1,0
Edward,Brown,shopping_net,926.6822028682592,F,AZ,SuperStore,12,1,1
Jane,Wilson,health_fitness,58.006376305309196,F,WA,Nike,15,5,0
George,Doe,shopping_net,611.5330470359557,F,CA,SuperStore,17,4,0
Charlie,Johnson,grocery_pos,685.0996160251933,F,WA,GasStation,0,5,0
George,Smith,health_fitness,1466.3279414764268,F,CA,HighEndClub,12,4,0
Edward,Moore,entertainment,1913.2750458719142,F,CA,HighEndClub,4,6,0
George,Brown,health_fitness,822.7682111477469,M,IL,SuperStore,3,4,0
George,Moore,shopping_net,258.1213739608736,M,NV,Amazon,4,0,0
Fiona,Moore,grocery_pos,1109.8419012208326,F,IL,SuperStore,4,2,0
Charlie,Brown,entertainment,1677.0160446108034,M,MA,Walmart,17,3,0
Alice,Brown,shopping_net,1903.8928478105995,F,MA,HighEndClub,20,1,1
Hannah,Wilson,health_fitness,1530.7722073324235,F,TX,HighEndClub,2,3,0
Jane,Smith,food_out,1527.7140630062768,F,CA,Starbucks,23,6,0
Fiona,Taylor,grocery_pos,971.3492044946552,M,FL,Walmart,19,1,0
George,Doe,food_out,112.4108262829803,F,AZ,SuperStore,5,3,0
Bob,Miller,food_out,1011.8695592401157,M,AZ,Amazon,1,1,0
Edward,Moore,shopping_net,818.3988846621459,M,NJ,HighEndClub,11,3,0
Jane,Johnson,entertainment,692.2978528995615,M,NY,SuperStore,17,5,1
Charlie,Wilson,shopping_net,1877.5269837063684,M,WA,SuperStore,22,6,0
George,Anderson,gas_transport,331.8243511690814,F,TX,GasStation,3,2,0
Alice,Smith,health_fitness,677.0241525642917,M,MA,Amazon,11,4,0
John,Thomas,health_fitness,1493.636520341946,F,TX,HighEndClub,20,1,0
John,Johnson,food_out,100.09517248880061,M,FL,Starbucks,15,0,1
Edward,Smith,grocery_pos,1430.8699193237821,F,TX,GasStation,16,5,0
Diana,Brown,shopping_net,1101.3293851071098,F,TX,SuperStore,12,3,0
John,Miller,health_fitness,1308.1507204096124,M,NV,Nike,5,3,0
George,Doe,food_out,790.3210356481162,M,NV,Apple,13,1,0
Alice,Anderson,food_out,1900.9092290183262,M,MA,GasStation,3,1,0
Bob,Doe,gas_transport,692.6319145798292,F,AZ,Amazon,11,3,0
Charlie,Anderson,entertainment,1121.3478360410563,M,WA,SuperStore,1,3,0
Diana,Doe,entertainment,30.224050074301832,F,AZ,Walmart,23,6,0
Diana,Miller,gas_transport,241.37816236354308,F,FL,SuperStore,14,6,0
Charlie,Thomas,grocery_pos,491.5216966398231,F,CA,Amazon,23,5,0
John,Johnson,entertainment,796.9703176159951,M,NY,SuperStore,23,2,0
Fiona,Wilson,grocery_pos,715.8634044716149,M,NY,HighEndClub,4,2,0
Edward,Moore,gas_transport,169.97601644946144,F,FL,HighEndClub,0,2,0
Charlie,Brown,grocery_pos,1763.55897447908,M,CA,HighEndClub,19,6,0
Alice,Smith,grocery_pos,58.8065250132582,M,TX,Starbucks,19,1,0
Jane,Taylor,shopping_net,1855.6562742142385,M,CA,Walmart,10,3,0
John,Doe,entertainment,338.915819925882,M,AZ,HighEndClub,21,4,0
Hannah,Wilson,gas_transport,979.8686485792379,F,WA,Walmart,22,6,0
Jane,Wilson,food_out,1161.249408629647,M,MA,SuperStore,12,6,0
Fiona,Wilson,shopping_net,990.4624750103573,M,MA,Nike,3,5,0
Fiona,Doe,entertainment,133.60013759154234,M,AZ,Apple,19,1,0
Hannah,Johnson,grocery_pos,884.6884774126006,F,NV,Starbucks,9,1,0
John,Smith,shopping_net,1746.4051567441809,F,MA,Walmart,11,0,0
Jane,Thomas,health_fitness,1382.2482771518876,M,AZ,Starbucks,23,6,0
Jane,Moore,entertainment,1157.0731501350203,F,NV,GasStation,21,2,0
Edward,Anderson,gas_transport,88.58911784645872,M,CA,Walmart,22,2,0
Edward,Taylor,health_fitness,1718.8007542263683,F,CA,Starbucks,10,3,0
Jane,Doe,food_out,1413.6817406049456,M,NY,Walmart,18,0,0
Alice,Doe,gas_transport,89.33108958656322,M,NV,GasStation,0,3,0
Edward,Thomas,grocery_pos,78.4774897225415,F,NV,Starbucks,21,6,0
John,Johnson,health_fitness,1801.736818579765,F,IL,GasStation,5,0,0
Jane,Anderson,food_out,352.5836880356253,M,FL,Starbucks,17,2,0
George,Wilson,grocery_pos,425.86975913985583,M,WA,Apple,16,2,0
Charlie,Thomas,health_fitness,277.74630957277566,F,CA,Nike,11,2,0
Edward,Anderson,grocery_pos,589.0057570665391,F,AZ,SuperStore,16,6,0
Jane,Smith,entertainment,474.9515289213034,M,WA,HighEndClub,5,0,0
Charlie,Wilson,shopping_net,888.7041102694305,F,WA,HighEndClub,10,6,0
Charlie,Doe,gas_transport,491.8985444222969,F,FL,SuperStore,16,0,0
Jane,Miller,health_fitness,86.99486917508979,M,FL,Apple,14,3,1
Bob,Anderson,food_out,739.9738069523728,M,NV,Walmart,8,3,0
Edward,Smith,health_fitness,583.9360775596307,F,NJ,SuperStore,10,0,0
Charlie,Smith,grocery_pos,257.9480333478174,F,NY,GasStation,9,6,0
John,Smith,entertainment,1391.1345531609559,F,WA,HighEndClub,23,6,0
George,Johnson,gas_transport,1867.0235427801827,F,NJ,Amazon,17,1,0
George,Thomas,grocery_pos,1958.2562008375057,M,FL,Nike,20,5,0
Diana,Brown,entertainment,149.2793898144508,M,FL,Apple,19,5,0
Hannah,Moore,gas_transport,766.4309939047123,F,CA,Walmart,11,4,0
Diana,Brown,food_out,1026.338719475771,F,MA,HighEndClub,19,6,0
Jane,Taylor,gas_transport,1742.5637629095431,F,MA,GasStation,19,0,0
Hannah,Doe,grocery_pos,1230.745451317375,F,NJ,Starbucks,20,3,0
Fiona,Moore,grocery_pos,857.9682741397111,M,NJ,SuperStore,14,1,0
Diana,Miller,health_fitness,211.05171436857873,F,FL,Amazon,5,3,0
Edward,Moore,entertainment,872.0679291307969,F,IL,SuperStore,10,6,0
Alice,Wilson,shopping_net,601.4466004995816,M,MA,SuperStore,5,3,0
Alice,Brown,shopping_net,1821.9276794777634,F,IL,Starbucks,12,2,0
Charlie,Anderson,shopping_net,1874.1839563680703,M,MA,Starbucks,1,0,0
Alice,Brown,shopping_net,1410.9815217207943,M,TX,Nike,18,6,0
Alice,Smith,grocery_pos,190.85980029874105,F,AZ,Starbucks,10,1,0
Hannah,Miller,health_fitness,738.8559377986631,M,WA,HighEndClub,18,0,0
Diana,Thomas,entertainment,1962.7937722856643,M,AZ,Amazon,16,6,0
Edward,Johnson,food_out,597.673363963607,F,CA,Walmart,8,6,0
Edward,Smith,food_out,453.77638006461063,F,FL,Nike,19,0,0
John,Miller,entertainment,1454.572014291804,F,TX,Amazon,5,5,0
Fiona,Miller,grocery_pos,989.3470862081771,F,MA,SuperStore,13,5,0
Hannah,Wilson,grocery_pos,1255.2650355209169,F,CA,GasStation,22,6,0
Alice,Brown,grocery_pos,1398.1754917567505,M,AZ,Walmart,0,0,0
Edward,Brown,food_out,1869.3328582999893,M,IL,Amazon,23,4,0
Bob,Doe,health_fitness,770.6710936310166,F,MA,Amazon,3,1,0
George,Taylor,food_out,901.5133185230148,F,IL,Starbucks,9,1,0
Alice,Miller,gas_transport,396.0691547822816,F,AZ,Amazon,4,0,0
Diana,Brown,food_out,275.4417979389005,M,NJ,Apple,23,3,0
Hannah,Miller,health_fitness,1130.7595203591802,M,FL,HighEndClub,7,2,0
Jane,Anderson,entertainment,1376.3867186386315,F,IL,Starbucks,1,4,1
George,Johnson,grocery_pos,1819.9300404410108,M,WA,SuperStore,13,4,0
Fiona,Wilson,food_out,296.08399929017463,F,WA,HighEndClub,10,6,0
John,Smith,entertainment,1958.6423360962538,M,WA,Nike,11,4,1
Diana,Johnson,grocery_pos,1851.2711221919753,M,NJ,Amazon,9,2,0
Edward,Brown,grocery_pos,1623.4974392579534,F,NV,Starbucks,22,3,0
Diana,Smith,food_out,1745.581173446291,F,TX,SuperStore,16,5,0
Bob,Johnson,food_out,558.6696159938409,M,NJ,Apple,2,0,0
John,Doe,grocery_pos,614.0722677822228,F,MA,GasStation,10,2,0
Jane,Brown,entertainment,162.1163964273854,F,NJ,Apple,3,0,0
Jane,Smith,gas_transport,450.48291268653173,F,TX,Amazon,13,6,0
Alice,Wilson,entertainment,1933.6384722917694,M,NV,Apple,3,5,0
Charlie,Moore,food_out,543.9757447362338,F,NV,SuperStore,8,5,0
George,Johnson,gas_transport,1328.1718281395147,M,IL,SuperStore,1,5,0
Jane,Anderson,grocery_pos,1904.8903071638208,F,MA,Amazon,15,4,0
Alice,Wilson,food_out,650.8650249168113,M,TX,Walmart,17,2,0
Edward,Brown,shopping_net,1967.0000510706093,F,WA,Amazon,21,0,0
Alice,Thomas,shopping_net,1566.1503600314006,M,NY,Nike,12,2,0
John,Johnson,gas_transport,893.8304790694037,M,AZ,Starbucks,6,5,0
Diana,Thomas,gas_transport,692.2806720481199,M,NV,SuperStore,6,4,0
John,Wilson,health_fitness,216.7976267615415,M,NJ,Apple,12,2,0
Bob,Thomas,entertainment,806.024653551149,F,NJ,Walmart,4,0,0
Jane,Doe,health_fitness,1696.4531562790598,F,WA,Walmart,19,4,0
Diana,Thomas,food_out,884.0759829762555,F,WA,Starbucks,8,3,0
Alice,Miller,entertainment,492.282190543375,F,WA,Amazon,11,6,0
Hannah,Taylor,food_out,369.9867066538361,M,FL,Nike,16,0,0
John,Thomas,entertainment,1727.8550863225653,M,AZ,Apple,2,5,0
Charlie,Wilson,health_fitness,1817.7218573526864,M,AZ,SuperStore,12,1,0
Alice,Moore,shopping_net,1324.2034816981547,M,FL,HighEndClub,14,6,0
Diana,Doe,grocery_pos,1867.0279518990637,M,CA,Amazon,22,1,1
Fiona,Wilson,health_fitness,1839.622290614268,F,IL,Amazon,2,0,0
Edward,Miller,gas_transport,1024.8252348770457,M,NY,Walmart,3,0,0
